,track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name,Genre
5960,38mNgoRMYSdg2n8Tt98R8L,Watch,55ZKRn4w3oNhBMV7sgG1PP,E the profit,6a1CNy5aFJske7Q8CF9Bh6,111428,8/19/2022,45,0.87,0.365,1,-12.753,0,0.59,0.0712,7.12E-06,0.0923,0.184,139.895,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5961,3yaYgjEFkRw3PVjW9mV1TO,Over The Top (feat. Drake),6jeg7JBX9J9097esK752iR,Smiley,4ROMS3rcR9JepxAtDRpvc5,153406,7/23/2021,70,0.833,0.498,10,-5.196,0,0.117,0.0493,0,0.119,0.259,139.928,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5962,7gJfu7BEgfbdszFiADftbV,Dealing,7BA072InWOjB1X7MZGOloy,Soldier Kidd,0aqo4nH7KpeA05hXJNa81h,164126,8/10/2022,51,0.865,0.531,9,-6.732,1,0.238,0.0661,0,0.108,0.554,93.989,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5963,1cWzORixIcf59UTSCkZ9jW,Stormy,0mlUwMTk0f88CAbnGDOAkH,Bigticket1k,2HNxwwzreavknBF7RHLn8N,146886,9/9/2022,38,0.637,0.631,11,-8.421,0,0.222,0.00209,0,0.162,0.426,169.91,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5964,2ZA1wi5zYU4hLlEjmFtv9x,EAT MY DICK!!!!!!!!,47yRnoOUz46ZKr9W3mKn5Z,Lil Toe,52YuQ2WtvLMohwAoImbzXf,98250,8/26/2022,46,0.838,0.52,1,-7.395,1,0.571,0.162,7.23E-05,0.076,0.486,159.982,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5965,14piiV64kkkkPPKKcb8I9d,af1,5FF8xJSW4qUVU8bk79KYLT,lilbubblegum,50p7eSBfscW5XKSWbEQbD4,141007,2/7/2020,69,0.578,0.629,1,-13.648,1,0.0645,0.0108,0.0954,0.155,0.236,139.993,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5966,2VQdQiDLCq9uMQjCllT1LQ,Afford Me,55ZKRn4w3oNhBMV7sgG1PP,E the profit,6DM83HDNbnczHZYCeYI94i,145176,9/23/2022,40,0.594,0.663,9,-4.916,1,0.257,0.0132,0,0.162,0.743,171.944,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5967,6vOedMRRZuckfMknIswvLv,Penthouse Shordy,6nFBSlEb2tkIOH3YtIIw6F,Dom Corleo,5UvkWBdAiecCeFWJBKxv9S,126615,8/19/2022,44,0.684,0.766,1,-7.511,0,0.165,0.0236,0,0.104,0.566,131.866,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5968,0Qu4PugaDauBLVb2aj9FLp,Free Yola,7jkEdcZtIMWXlEM5sgZ2uK,Anti Da Menace,7pDUpSYX9059HWV94jJbqQ,163998,9/21/2022,34,0.839,0.718,2,-8.424,1,0.429,0.171,0,0.105,0.909,154.869,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5969,0YJ9M4rHhaNWvaK5jFdYUw,Owls,6KtRA9pyDcbDyanI7bfU8W,Ghostluvme,4bmKSlZxZEkbssRv5BQ1VA,140399,8/30/2022,47,0.696,0.676,9,-5.697,1,0.117,0.196,0,0.215,0.611,170.137,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5970,57VeLYXrvNxe8Vs18K2M9W,Way Out (feat. Big Sean),2LIk90788K0zvyj2JJVwkJ,Jack Harlow,5g2INX6dnMIJG0xKygXwF3,168906,12/11/2020,69,0.945,0.582,11,-8.357,0,0.0719,0.114,0,0.103,0.907,108.025,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5971,51U19OrhSYLzMsta6rxOkq,Lifestyle,7bXPjw3IqZ7AU4S4zCmxqT,Platnume,2v8zAhcvU6suOrtuJwaM5k,155675,8/4/2022,31,0.78,0.454,1,-9.679,1,0.182,0.00626,1.97E-05,0.0724,0.376,148.086,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5972,2tUL6dZf1mywCj5WvCPZw6,No Friends In The Industry,3TVXtAsR1Inumwj472S9r4,Drake,3SpBlxme9WbeQdI9kx7KAV,204346,9/3/2021,74,0.84,0.744,1,-4.751,1,0.113,0.0181,0,0.629,0.171,83.737,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5973,0DjPcxQ7xUsNyG7vSfWf3K,Wit a Bottle Remix,7oLFZsy3s1tG6r7VKQPkGq,YUNG XAVI,4B82eaouPEu72mooU8uCfb,210233,4/14/2022,38,0.731,0.601,1,-7.027,1,0.286,0.0469,0,0.0966,0.494,160.075,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5974,7Hij0MzGIK43J8sQsrzcdB,Baby Shark,5Vjj1sZw4lyTGfbJZ9epbY,RALAN STYLES,5GxnOGqSFpOsWVuDg7GRMQ,156059,8/20/2022,69,0.843,0.28,1,-9.723,1,0.336,0.156,1.38E-05,0.134,0.407,160.005,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5975,3bpR5jv8uzraDgq5YpHwDw,MISA MISA!,7yntSJ6uojO3z6GFUVwhAW,CORPSE,2hAi0yG2MGIucH8P08hRFZ,85894,8/26/2022,80,0.672,0.981,1,-1.252,1,0.181,0.0302,2.36E-05,0.648,0.694,95.014,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5976,3GZhQMqOoqpAnFSMPDLeMa,Stole My Chicken,1Odn7pOeUdEoOZeuox6nql,Slim Guerilla,1wF6ZKRjVBoaOAC6jjWxBu,167150,8/12/2022,36,0.666,0.741,1,-7.213,1,0.121,0.00594,1.17E-05,0.771,0.696,162.091,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5977,6tFcwSh4nygzReGqAqax7c,Differences,6LXRvV2OAtXF7685fzh3mj,Rowdy Rebel,25hqOArKlTnrVOG7yC9dmq,205973,11/25/2021,36,0.782,0.584,2,-10.779,1,0.13,0.0193,1.15E-05,0.182,0.39,133.944,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5978,3lt4xnOVMnFwbp5JQQcct4,PERIL!,59PupD35uDhgTCVfuV3GtN,Ethan Ross,1o3corL6G9Rtwgk3sNmJ0F,116612,9/9/2022,42,0.441,0.88,1,-4.007,1,0.056,0.00737,0.00185,0.108,0.122,92.502,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5979,2hB0oClSdLweUS8togNnsD,Honestly,0cHInYwq4GHrC3UotzgVQw,870glizzy,0VGY0dnwrYGvUmuPEe15If,114867,8/22/2022,46,0.547,0.656,0,-8.619,1,0.162,0.0753,0,0.115,0.336,139.91,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5980,10XGXIxAjlEhAPdZKcYq66,Glitch In The Matrix,5e4gmiVV4XkRfnXhqRBEOk,Flight,0AnQeFwD9RzKLfsZVfoKwf,118260,9/8/2022,44,0.852,0.757,6,-4.165,0,0.144,0.0387,0,0.118,0.351,137.97,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5981,4ea9w8c4ROqiZpJVhfBA3m,Hot (Remix) [feat. Gunna and Travis Scott],50co4Is1HCEo8bhOyUWKpn,Young Thug,24jAbLMFzCTlIv3kQ94HwK,279906,12/20/2019,70,0.845,0.631,7,-8.206,0,0.216,0.188,0,0.0806,0.545,111.983,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5982,1SfiDsFHqJnQoiN7cLaRz0,Murder Bitch,7jkEdcZtIMWXlEM5sgZ2uK,Anti Da Menace,4jenlFugsErE0X5wP5ot79,293877,6/3/2022,54,0.825,0.332,4,-14.729,0,0.765,0.119,0,0.16,0.19,163.916,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5983,6PPg9af0HAPZ8uPZC83t7B,Moving Tact,0vXtpskNA5slWYQBsjlaJU,Prophet the Artist,4jcCBKZk96kmggKAiqG9c4,139967,8/26/2022,48,0.652,0.726,10,-7.122,0,0.372,0.0407,0,0.088,0.654,96.725,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5984,4Rd8k82FTMfYFuBbKFl6sf,MASERATI,5owshUGXR3vxuTQqfo28Q8,Sinizter,1oz9T1B598cUTFCsqGLHGv,119437,8/5/2022,40,0.868,0.883,5,-6.174,0,0.142,0.0131,6.84E-05,0.392,0.422,105.006,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5985,3D3s34tfshdUPy8JeoINPR,One Time,46vsNuKCso0zinK1OyGVDj,PCA Beezy,3Wkew9nbBX0XTsxLpbbW1l,122096,1/31/2022,36,0.791,0.425,0,-9.242,1,0.287,0.346,0,0.111,0.239,129.973,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5986,5q9Et9kJTWvRg80uQLBW4s,Shoot My Shot,6aiFCgyKNwF9Rv5TOxnE8E,IDK,2ug89z91VcJ8NfpbZGVrPw,172105,4/16/2021,57,0.756,0.577,7,-7.127,1,0.0395,0.00277,0,0.309,0.685,92.036,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5987,00ST4Q5SAS08HI8kRlaSXX,Mood,2reMcGkhB81Dwm8ywl8qB3,Famous Kid Brick,57d5SiGLMZAUOCLJfEcDeh,140800,7/22/2022,36,0.83,0.708,0,-6.047,1,0.358,0.0698,2.27E-06,0.118,0.0759,150.003,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5988,59h3OsHU7JyeL4xiMF0Yti,Like A Meal,5e4gmiVV4XkRfnXhqRBEOk,Flight,0AnQeFwD9RzKLfsZVfoKwf,146580,9/8/2022,44,0.627,0.747,5,-4.485,0,0.043,0.0231,0,0.108,0.738,95.045,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5989,6HLcF9PiqHpecTTer8aTRA,Zetsu,5aQ4epm9xnqB7ZKfnEILCB,Tino Szn,3GmZeMPNeEcTflcdQxm9G8,145493,7/22/2022,39,0.691,0.594,7,-6.562,1,0.302,0.0431,0,0.311,0.183,134.022,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5990,6HfOzLLjsaXsehIFEsrxTk,Trophies,5OrB6Jhhrl9y2PK0pSV4VP,Young Money,0UwpSCPnNPksM1meQJnBAF,188320,1/1/2014,75,0.746,0.687,1,-7.475,1,0.382,0.155,0,0.137,0.283,143.931,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5991,3qfv1V8lvlIZxom8Mae5dr,Still Undefeated,6tX86ql40AoZSYDv3Bx7Vr,Darius King,3BJVcuWXR9tyYLHiBegMhs,123924,9/2/2022,31,0.727,0.484,10,-9.686,0,0.109,0.16,0,0.173,0.252,124.127,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5992,0wvdrn9F4wztbXnneIkRux,Superstar (feat. Justin Clancy),3IstlZaHyUP9SONpulb4SM,Chris Webby,4KqmBuc1PAlstc21BfOc2v,210709,7/27/2022,52,0.358,0.669,6,-9.314,1,0.435,0.0446,0,0.216,0.582,75.849,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5993,0C8yEqa9DemIs3nm5YuzHw,Flex On My Ex (with Bankrol Hayden),7FGjkq9WfrRmBFL64ST0p9,KillBunk,6E72Jcc9G1kOPBamFeV8Zw,166804,7/25/2022,52,0.619,0.707,1,-8.033,1,0.099,0.00601,0,0.0946,0.365,85.285,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5994,6uUvREM74fnyFBy1wui95b,Dragon talez,3VmPvC4DVPqWzYWx9jQWed,Baby Gooo,5eYoT2HkVj8SXxSdX5ia48,126171,8/11/2022,28,0.816,0.5,6,-10.219,0,0.41,0.12,0,0.081,0.557,98.994,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5995,43PGPuHIlVOc04jrZVh9L6,RAPSTAR,6AgTAQt8XS6jRWi4sX7w49,Polo G,0SVzFcpsByITKgURaxXdsV,165925,4/9/2021,35,0.789,0.536,6,-6.862,1,0.242,0.41,0,0.129,0.437,81.039,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5996,7tQLU1caYvlcvTuliBAlik,Certified,1rxKh2nXZxCmSwDIZRM4Xj,Quala,7ixFhs7cS8UHKcbPMQ4qEj,177648,7/1/2022,37,0.847,0.541,10,-7.811,0,0.0985,0.0932,0,0.129,0.745,131.038,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5997,6ECd0li9h8xJT0GjBweDyN,Twist It,6Cje0nUHgA1qt19OoREJVu,Tylan,0gADK30xxtY56a1ZFa3l01,172933,7/1/2022,39,0.676,0.451,4,-6.85,0,0.135,0.202,0,0.345,0.242,130.169,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5998,5HIF4JgEE4xUXs6iQcYSZu,Fuck Shit (with Jasiah) - Remix,0cHInYwq4GHrC3UotzgVQw,870glizzy,5NfIVOnSJ0wSIf591426wI,122186,5/27/2022,56,0.703,0.534,2,-6.702,1,0.346,0.0264,2.68E-06,0.152,0.579,165.112,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
5999,5SWnsxjhdcEDc7LJjq9UHk,Runnin,1URnnhqYAYcrqrcwql10ft,21 Savage,6wTyGUWGCilBFZ837k5aRi,195906,10/2/2020,79,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6000,78erkonSyjto95Y5twiWNO,I Hide,48UVpNxNAM3irLuCPVCZPv,Haven,09mzMBzya0RoCNMupa3Ew4,145022,5/3/2022,30,0.723,0.847,4,-2.779,0,0.046,0.29,0.0323,0.185,0.581,124.987,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6001,3GW3dMxqIbl14cZtpLRQBy,Splash (feat. Moneybagg Yo),5LHRHt1k9lMyONurDHEdrp,Tyga,78G2ZuU0lbpOLgrMS4OYbv,173161,6/11/2021,63,0.794,0.613,1,-6.336,0,0.145,0.0363,0,0.742,0.412,135.984,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6002,1Bn8DROymSCqcpYSIEtfgD,30 Thousand,78Ue1aMtaV44zsKWaEbOV3,TrappedOut Kimbo,5FAPjKAEHFkQi6umkGKhOy,160941,4/8/2022,32,0.703,0.77,1,-7.571,1,0.223,0.0373,1.86E-06,0.392,0.263,169.932,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6003,21Z8X9HaRqzW7eTRxlE5dy,Need It Now,22j9a0fYb7xx1G7CaBVWwa,T Rose,4HjyPk3ylxkNSS1Q3KSKm2,115121,5/17/2022,34,0.826,0.66,6,-10.975,1,0.324,0.392,0,0.145,0.864,145.995,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6004,33gwZOGJWEZ7dRWPqPxBEZ,Wolves (feat. Post Malone),0c173mlxpT3dSFRgMO8XPh,Big Sean,6slkiHeFK3wW2D1mao0TX3,199758,9/4/2020,77,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41E-06,0.351,0.325,160.048,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6005,54EuGb5B8zla8EF2Qc6mOZ,Within Me,4KNkwGvN6J3CRjBORuovqK,Will Roush,7Aa382e2BglM8fYMPp55V6,148333,6/3/2020,31,0.647,0.615,10,-8.085,0,0.144,0.304,0,0.109,0.56,144.086,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6006,7sjFIZ1g5QLJLGja3k592K,44 BullDog,0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,7e7t0MCrNDcJZsPwUKjmOc,150857,7/3/2020,64,0.8,0.564,8,-5.817,1,0.4,0.0287,1.65E-06,0.112,0.318,139.989,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6007,4jtyUzZm9WLc2AdaJ1dso7,0 To 100 / The Catch Up,3TVXtAsR1Inumwj472S9r4,Drake,5OkxLN5XaE9rLbgK2FuKBE,275226,7/14/2013,71,0.559,0.716,11,-3.964,0,0.39,0.737,0,0.252,0.504,176.618,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6008,7lrWNB3WKgVGe1q7UP14pR,ALL GAS NO BRAKES,5owshUGXR3vxuTQqfo28Q8,Sinizter,3kmuOoRDxLUziLPSzbA5m2,140990,6/17/2022,51,0.798,0.953,1,-1.588,1,0.0338,0.16,5.99E-05,0.101,0.254,95.028,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6009,1hDi7xuuJPgShZlRLMQmit,All for me,7g3TOskoEo9aKcrahktN81,Avi,2tgLMYlFCdSFMgyLUTML4R,129332,6/17/2022,37,0.543,0.523,4,-9.144,0,0.347,0.459,3.61E-05,0.118,0.39,179.663,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6010,54wyAgc6pQzXTBOjgN38vg,Leeches,4iSKnRZAxkmqNok6tv10Se,Crazy Town,57CQYU02aEtsqazAwDllv7,212623,7/1/2022,46,0.406,0.913,8,-4.254,0,0.18,0.000707,0,0.104,0.345,159.974,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6011,20GrahbI4AzAOWxpYfDKkf,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,5kE2OAuUYGBqqzscqgBXXf,165366,4/30/2021,70,0.757,0.721,4,-2.906,0,0.0691,0.00196,0,0.647,0.364,124.036,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6012,3yuCP9JWRb5y0sjA4X5a3T,Butterfly Doors,7g3TOskoEo9aKcrahktN81,Avi,3hAePOovhA4Hfe8MjKJIBz,154666,2/25/2022,38,0.699,0.498,7,-8.352,0,0.0408,0.00913,7.93E-06,0.0802,0.277,89.97,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6013,59c6uKTkHrhymSfL1lzrOQ,RIP,5lDCCPHLhmLxKX26qeYUOm,Rell Money,3J3NJy0NzSgLr981rhuSLm,147938,7/15/2022,40,0.565,0.527,4,-11.228,1,0.384,0.149,0,0.12,0.452,83.259,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6014,2IePEfMAtqWS6rLXXFZIgI,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",6MPCFvOQv5cIGfw3jODMF0,Internet Money,1arPptaPtDyBisMtMBe2q6,224042,5/13/2021,74,0.792,0.707,7,-5.218,0,0.0623,0.116,0,0.12,0.408,134.997,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6015,1WClk0dae8ndFdSvMco63N,Better Love (feat. King Mel & 200k),5lDCCPHLhmLxKX26qeYUOm,Rell Money,3J3NJy0NzSgLr981rhuSLm,155927,7/15/2022,40,0.762,0.546,8,-9.316,1,0.221,0.206,0,0.19,0.453,93.996,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6016,2wRHD4n81GyhlVMxYJ0nks,See You Space Cowboy...,4xRYI6VqpkE3UwrDrAZL8L,Logic,5gJDUpoOlZxxgk2SDsTa6h,240228,7/30/2021,53,0.507,0.817,10,-5.264,0,0.276,0.0172,1.39E-06,0.108,0.522,93.994,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6017,4DuUwzP4ALMqpquHU0ltAB,Tyler Herro,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,4Vd7lpztpJdmMt9hrLfXWe,156497,10/22/2020,71,0.794,0.756,5,-7.16,0,0.136,0.11,0,0.247,0.775,123.066,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6018,1I23ZdNcezc4N7QUc30rXx,No Halo,2sf28o6euxEDpYkG9dMtuM,Cartoon,1NunVkpTr3iyAyIuHtxKVs,144992,5/27/2022,59,0.604,0.843,10,-3.932,0,0.1,0.036,6.22E-06,0.183,0.688,173.982,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6019,1jDbQz6tr52WgScCTXMnaN,POP,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,7IyoGB8J31fvQDwGtHAq9m,227474,3/6/2020,59,0.741,0.599,1,-6.672,0,0.419,0.00961,0,0.785,0.276,139.891,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6020,7KmhoV6PggvYB7lZT3EiIX,Do It,2ledyuziz6YjLK5Dw483Oc,DJ Paul,0EyfNzNtgRMvvBdwDUcVzW,223474,6/17/2022,35,0.763,0.625,10,-6.331,0,0.245,0.189,0,0.151,0.506,151.986,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6021,17vGPZ5EsdvtgAOCD4FLWI,AP - Music from the film Boogie,0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,2xAPKH0b7vGsyD5xzkPpnI,171891,2/26/2021,69,0.751,0.744,1,-6.859,1,0.177,0.152,0.000568,0.252,0.634,148.014,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6022,26UxwWl9xCb83OynXELJcL,Masterpiece,4r63FhuTkUYltbVAg5TQnk,DaBaby,6kaYDcX9dNmJE5OU71IUby,181714,1/15/2021,72,0.781,0.726,0,-4.213,1,0.0836,0.0299,0,0.093,0.436,139.988,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6023,6wJYhPfqk3KGhHRG76WzOh,Blueberry Faygo,5zctI4wO9XSKS8XwcnqEHk,Lil Mosey,6rBennOYWR1OZQnsU39PKL,162546,2/7/2020,74,0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6024,43CIWpJaJHRcI4mUSjqgc2,Bad Boy (with Young Thug),4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,5hUFZjxtqYvxm9FGUhHCdE,157355,1/15/2021,72,0.697,0.674,1,-6.326,1,0.0533,0.00215,0,0.138,0.198,81.535,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6025,4VW44pawoOHPUjlN7DX5vk,GANG GANG (with Lil Wayne),6AgTAQt8XS6jRWi4sX7w49,Polo G,6btRTjUy9a9qSSqgJ8a38S,178775,5/21/2021,63,0.752,0.563,3,-8.066,0,0.209,0.146,0,0.103,0.551,145.05,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6026,4JJcP0Rv9AgyPD6ZGaC8EE,durag activity (with Travis Scott),5SXuuuRpukkTvsLuUknva1,Baby Keem,2JFAT4IDF89ZMmuxoOKbQ1,225020,4/30/2021,65,0.89,0.701,0,-5.712,0,0.342,0.00306,3.06E-06,0.0895,0.505,80.462,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6027,6cQ08IpBxxfGcSKxqE3NmB,Headshot (feat. Polo G & Fivio Foreign),6jGMq4yGs7aQzuGsMgVgZR,Lil Tjay,74nxdn9ypqp3hqJEttpDNU,144349,3/19/2021,0,0.809,0.638,1,-7.268,0,0.257,0.0758,0,0.15,0.392,117.982,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6028,2Igem6Q4sfvXGJ3JkG7Baw,Modern Day,6oMuImdp5ZcFhWP0ESe6mG,Migos,3uyOwJu4r3yroAkFywNFM3,241790,6/11/2021,59,0.87,0.629,11,-7.598,0,0.279,0.173,0,0.101,0.512,134.944,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6029,0AXjdkeIjQASm0RyHxyeyY,Japan,0snouHYzOWSgxRBYMQsa3H,Hensonn,4K9PC5TeUQ73uMoYUHEH8m,134844,3/25/2022,54,0.773,0.485,1,-6.845,1,0.0764,0.0869,0.569,0.11,0.201,114.991,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6030,4ckuS4Nj4FZ7i3Def3Br8W,Sneakin’,3TVXtAsR1Inumwj472S9r4,Drake,2z3NlPY0n0gHJPCPqrzA6V,251333,10/24/2016,65,0.806,0.558,8,-6.538,1,0.172,0.00496,1.45E-06,0.16,0.26,85.011,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6031,4zrwPfq5ENLzjq41Txs2HR,Want Her,0YinUQ50QDB7ZxSCLyQ40k,Mustard,3fiXqEX3prk6amGIScMDUi,275560,9/30/2016,67,0.828,0.607,1,-6.241,1,0.0432,0.0769,0.000683,0.108,0.409,101.012,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6032,69WMdZSqdQwFgLVpbMsZ2J,WIN,28ExwzUQsvgJooOI0X1mr3,Jay Rock,4IAMLhL37kMrpByavj25Ne,215226,6/15/2018,64,0.879,0.595,1,-2.936,1,0.0889,0.0152,0,0.391,0.355,125.994,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6033,1KKx5Da0qIOxSTkvxJapQ4,Pain,0ONHkAv9pCAFxb0zJwDNTy,Pusha T,3CKE1eXiPeonkuDHY4y2qW,250506,1/1/2012,39,0.607,0.593,10,-9.684,0,0.0704,0.517,0.000163,0.142,0.403,92.283,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6034,7iRIG5FikWiaVRRrPyNlnK,No Mercy (Intro),7LvoDJUNGnOrPdGRzVtOJ9,Young M.A,1F1JJHhqMo5DETJkesqGpG,131289,9/27/2019,44,0.666,0.764,4,-3.16,0,0.304,0.341,0,0.194,0.555,180.105,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
6035,5JsTG0zecGE5akXhbFOjN7,Like That,508wtStPsMdIxMButKYnOS,Conor Ross,60Mq2bkoXYoIoWhYvS4zgk,183706,9/4/2020,38,0.81,0.68,10,-7.19,0,0.0402,0.000436,0.793,0.134,0.308,128.024,4wJJY7tYsrxhHGpGYuJo7K,WORKOUT RAP 2022🔥 ,Rap
