,track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name,Genre
1249,3SSflpFdIv5r6x2fOcQvrH,Changes Are Coming,5P5FTygHyx2G57oszR3Wot,Daughtry,2jVZ3Iqj1wSQE8d8khM9Pi,221224,9/17/2021,52,0.368,0.845,6,-4.87,0,0.057,0.000243,1.10E-06,0.253,0.314,82.781,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1250,7DSMyHPif7HO6qJCVGDw4n,Million Miles of Fun,6q4AmzK3GzCuEzkurnYuEQ,Drug Church,1VhAqOMUGqdwvDor4Q2gFx,130399,11/10/2021,48,0.467,0.965,5,-3.213,1,0.0738,0.0137,1.02E-05,0.274,0.225,114.186,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1251,7cjlfruK9Oqw7k5wAZGO72,Rainbow Veins,7iWiAD5LLKyiox2grgfmUT,Bullet For My Valentine,7moGhJvy4szDPEEgvgffGj,298185,10/1/2021,56,0.431,0.878,7,-5.877,1,0.0521,1.33E-05,0.00207,0.086,0.449,141.792,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1252,4wDPO0BFLJHFVbh0vvSljY,The First 21,3886aFez2HDLkio5tUzmP6,Sixx:A.M.,4on00pcLDDmrTaBE52Z1Ev,253430,10/1/2021,44,0.494,0.87,0,-4.508,0,0.169,0.0622,0.00645,0.378,0.218,122.568,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1253,3yk51U329nwdpeIHV0O5ez,Yellowjacket (feat. Sam Carter),4MzJMcHQBl9SIYSjwWn8QW,Spiritbox,6cZ39G1mahxDAGfoPzDllb,198067,9/17/2021,61,0.451,0.981,7,-4.208,1,0.0857,0.000294,0.0308,0.318,0.325,116.231,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1254,5BdiprSBqgkULtloEFbhfF,Let’s Get The Party Started (feat. Bring Me The Horizon),74NBPbyyftqJ4SpDZ4c1Ed,Tom Morello,41xx4p0Q1MhE2Bnfkeo6b0,212572,9/22/2021,64,0.279,0.849,6,-3.975,1,0.103,0.00119,0,0.189,0.385,176.13,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1255,6RksBSj5fFtPkUnL2EE0oe,Darkness Settles In,5t28BP42x2axFnqOOMg3CM,Five Finger Death Punch,7vAcymF4feKxvqcUDzLQD2,281803,2/28/2020,65,0.334,0.933,4,-4.49,1,0.09,0.00732,0,0.264,0.18,132.812,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1256,45kxQnnDYbzlJ6ZSnaDBEH,Sick,4U4B34pc1P8n76w4G7Uwle,VRSTY,2xpb2kC548O9k3m5qK8jQP,189066,9/17/2021,44,0.574,0.937,0,-3.163,1,0.0641,0.00465,0,0.123,0.353,95.035,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1257,2gT72HL4Y84K2Mle3miAMJ,DiE4u,1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,4L4TlrXB94790rqWBprweP,207141,9/16/2021,74,0.355,0.919,7,-3.771,1,0.356,0.00234,0.000313,0.262,0.259,159.922,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1258,4g0mCLGfAuDATAfmTggACN,Fighting Gravity,4tususHNaR68xdgLstlGBA,Of Mice & Men,0lPt244kh0WjCRgkSLBicz,296000,10/20/2021,51,0.454,0.882,0,-5.953,0,0.0666,0.00152,0.23,0.0555,0.106,109.999,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1259,4iJg7QdhqLHwfYOmYHqU9z,Feast Of Fire,278ZYwGhdK6QTzE3MFePnP,Trivium,0Wv1dffJbn76Vsh4CWeoOq,258837,8/12/2021,58,0.346,0.949,6,-3.973,1,0.0837,1.42E-05,0.422,0.0524,0.323,178.027,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1260,6nFt6XgvvCRweKbD2B3aPa,Better Without You,5nGIFgo0shDenQYSE0Sn7c,Evanescence,7rhu8SK2H2Fya2bWx8yPjG,245516,3/5/2021,47,0.516,0.95,9,-3.857,0,0.127,0.000356,0.295,0.0828,0.321,151.989,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1261,2sOzXOVI7Ia5ima0kLSl7v,Hunter’s Moon,1Qp56T7n950O3EGMsSl81D,Ghost,3rBn9ZuDULTYNitBUO5ov1,196128,9/30/2021,66,0.615,0.929,8,-4.437,1,0.0352,0.00058,0.00222,0.0793,0.682,128.986,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1262,2ixHZTXZwFkPGauOYTLQrW,Harridan,5NXHXK6hOCotCF8lvGM1I0,Porcupine Tree,3vjYPAzHWD2jB3SeIpoAp0,487559,11/1/2021,53,0.618,0.753,11,-12.653,0,0.0376,0.00293,0.457,0.127,0.223,127.027,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1263,1MAgyApG5ey1xaXbziJ4ji,Voices,3pigXV2QUatr3szcb3MacR,Shaman's Harvest,1MiW0BArEWAmqqTuvX63n9,240546,8/20/2021,48,0.443,0.832,0,-4.462,1,0.0517,0.00141,0,0.323,0.273,145.795,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1264,61bO92138QIRSQftKGl4fD,BLACKOUT,2qnpHrOzdmOo1S4ox3j17x,Turnstile,2eQ9dXLAvjLRGCApSlNJfu,173279,7/28/2021,4,0.301,0.807,6,-6.258,1,0.0695,0.000881,0.112,0.0849,0.595,84.051,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1265,1jipnlJGT2EWWg9LoSY1De,Cutting It Close,4rMxZovfLSDjEL9eI2pKo7,Rain City Drive,01Ww4Ob66SlZ9Uvv6xVi5d,193545,11/12/2021,56,0.456,0.95,4,-2.606,0,0.0802,0.000211,0,0.388,0.377,112.014,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1266,0CAnlKqdnHnYN46hvVZRq0,Pull Me From the Edge,5gFZo6Oh5WehnbEj0XtxiF,Like A Storm,2oCb1lZHYGP83VZIPvMYmE,257167,11/5/2021,44,0.32,0.794,0,-6.366,0,0.0504,0.00291,0,0.292,0.303,143.964,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1267,5uLPzhFguiHJvYJuh9BAsL,Better Than You,22TEmHXBBLjTec2LOAuMdS,L.A. Guns,0lWS1BH6BsRwL2i3nNZf6b,230837,11/12/2021,40,0.472,0.935,9,-6.405,1,0.056,2.61E-05,0.293,0.129,0.575,119.98,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1268,0gRv4lU4ZFvaOEw4mJw8Z7,Peacemaker,27T030eWyCQRmDyuvr1kxY,Scorpions,2QRtOFI8PDVq53fufiQ5u6,176107,11/4/2021,54,0.366,0.998,8,-1.879,1,0.161,0.0193,0.0133,0.0593,0.156,166.996,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1269,6N21ZBtnE0DoofBpoqpNed,Boy,0waXk4SsKZBRCf7kiwi6uL,PÆRISH,27l9RTaXrZdE3FL4wTjenz,201534,11/12/2021,38,0.165,0.766,1,-5.166,1,0.0434,0.000298,0.563,0.123,0.0905,70.987,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1270,6sSxm01OMK2yfX7bfTiFXl,BURIED ALIVE,00YTqRClk82aMchQQpYMd5,Our Last Night,7jM3UEuq5ybIxtzliHZiKL,213774,10/8/2021,59,0.225,0.954,11,-3.296,0,0.16,0.000121,0.00144,0.167,0.304,88.174,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1271,2SD2zj8W5zKMdjCCJFF0vQ,Wasteland,6B5c4sch27tWHAGdarpPaW,Seether,13lnqlgmaRHQF54C9iiOWO,239626,8/28/2020,53,0.268,0.811,1,-4.06,1,0.0409,7.61E-05,0.00122,0.0651,0.295,101.041,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1272,34O6gpg1ljVP1NNvAJIOJQ,Appetite,0yvTRHK90NHy9NI4RhEEYS,Nathan James,3OrNjBTvDML7u22UGc5MMc,161860,10/22/2021,44,0.47,0.908,0,-6.445,0,0.0624,0.000349,0.000353,0.0902,0.428,171.956,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1273,5Gq2lezOCHN5rIqIlUkvJ7,Devil That You Know,5NkZhEvaFqUeNVwXseoeS3,NHC,6cpjKpQiWtvoDV4gWqARFb,195744,11/12/2021,40,0.236,0.958,0,-3.923,1,0.103,0.0069,0.00642,0.202,0.31,78.969,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1274,5302m3J0HLANBaH3bCdDBb,Surviving The Game,49bzE5vRBRIota4qeHtQM8,Skillet,27iyNm42452hDk9S8MWvjj,238870,9/15/2021,62,0.535,0.979,8,-3.593,1,0.0597,0.000666,0,0.084,0.432,103.996,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1275,3wGVgIe8CvDxGEJEdrAKfh,Jump,7vSY9HEreOqb1Llar3UC38,POORSTACY,3kT0vXJqRNILDVVUX5LhkQ,169685,10/8/2021,60,0.406,0.841,1,-4.846,1,0.0556,0.000216,1.40E-05,0.303,0.242,82.451,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1276,3HmacKgc27YnAfSwxGVxW2,Back From The Dead,6om12Ev5ppgoMy3OYSoech,Halestorm,5djxJJQVLaUMKJlFMjoZg2,209893,8/18/2021,57,0.32,0.97,5,-2.969,0,0.0969,6.05E-05,1.11E-05,0.0848,0.354,168.188,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1277,1cqOwtA698krc8BKMUj4lt,Teardrinker,1Dvfqq39HxvCJ3GvfeIFuT,Mastodon,2rLL53sWbr1njAQGRqCLfw,320507,10/1/2021,51,0.457,0.979,5,-3.836,1,0.0485,9.80E-06,0.119,0.123,0.227,127.006,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1278,294Abb02j2OpQSHFRGNPSc,Unstoppable,4CqPd0j1VupcPYQRTMBn1c,Eva Under Fire,5KQP4GU3vUJvcqDDnsxcGC,187823,11/12/2021,49,0.512,0.948,11,-2.235,0,0.063,0.0468,0,0.429,0.71,85.044,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1279,2X0KEVCbVMcR2F3Lg75gjG,Shut Down,5A8b2V7uCPZgPIwQoKf9Qw,Ashland,22QPHhwWKgzSRw4uYvie3s,177592,10/29/2021,38,0.506,0.781,6,-6.619,0,0.0358,0.0164,0,0.215,0.38,155.942,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1280,6BYZGyIwoHBy8i4zcS2ABM,Indestructible,4fnono0JCZFAeeaecrI7kg,Solence,7Cs1UNk3IVQeCHjNXkSeJQ,201185,6/11/2021,50,0.482,0.939,5,-3.724,0,0.193,0.000688,0,0.0574,0.595,156.216,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1281,1RwZqkzexsLSf7aONgcpoi,Buried in the Sun,3NChzMpu9exTlNPiqUQ2DE,Thrice,6JLTZPPzQDKjv6zkenbZnc,181849,9/17/2021,47,0.63,0.778,0,-7.366,0,0.0376,0.000235,0.629,0.0534,0.921,132.974,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1282,5N9yzJL4LpVgnFoUwuagrf,Around The Sun (feat. Brandon Saller of Atreyu),5ojhEavq6altxW8fWIlLum,Escape the Fate,1PxVdOGI6SoPDuHmKNLELy,154461,9/10/2021,44,0.525,0.864,1,-4.776,1,0.0994,0.0131,4.12E-06,0.285,0.734,154.996,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1283,0XvQKoZ3fUON7hFU6ldFlm,Comatose (feat. Jonathan Dörr of Ego Kill Talent),4CqPd0j1VupcPYQRTMBn1c,Eva Under Fire,4y3GxLOfzWRP4DWbaF7ALO,195861,9/10/2021,47,0.326,0.968,6,-3.443,1,0.0782,0.00133,0,0.333,0.464,195.139,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1284,3isuMKUaFNJknycyjBJig2,Die With Me,5plcM0NxqZcnAWQVECcjWN,Gemini Syndrome,7ne0tB1p9UJL6phUW2tX3L,201200,3/19/2021,48,0.5,0.836,1,-7.084,1,0.0535,1.53E-05,9.04E-06,0.285,0.749,154.991,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1285,3a31RvVMMyz6dIXMN4IdNe,Gappetto,2PZZXkVyUo7SV4wfKwa8FW,Hero The Band,6zyIQEMSnpZnIjDlgLomiI,177201,10/29/2021,36,0.554,0.705,0,-11.531,1,0.0352,0.000101,0.865,0.105,0.29,104.046,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1286,2L42uB1e5wuanTTPEWVe64,Days Of Future Past,6mdiAmATAx73kdxrNrnlao,Iron Maiden,3TymcPWXqsCRA5oSL0TkPU,243754,9/3/2021,60,0.433,0.92,4,-4.738,0,0.0409,0.000576,5.50E-05,0.123,0.476,92.466,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1287,5CGfdX7fVUbDVHZSIk7loe,Wait For Me (feat. Trevor McNevan of Thousand Foot Krutch),4HrkLxQHZ5mgCtIVpiH5QX,From Ashes to New,6IYKwZgZd6FhTpnbnWZJ3C,189054,10/15/2021,55,0.268,0.95,11,-4.387,0,0.452,0.00167,1.41E-05,0.558,0.336,197.943,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1288,1VDfaG22cCv0ZvuIMMua2u,Cemetery,28DlNBW2UlEVVgTuCcYtTe,Art Of Dying,5pklsNbfylZ8O9ZDJ9XAdL,164000,10/15/2021,36,0.445,0.976,9,-7.601,1,0.0492,3.90E-06,0.293,0.511,0.408,102.998,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1289,1RYI0fqfKDuLi8e4B9XwSe,Don’t Back Down,6WKdhhc03LqnixYI2ZzWzO,Mammoth WVH,6nseS1XlNg1bPVN4vXADWB,225840,3/26/2021,57,0.5,0.932,7,-4.564,1,0.127,3.42E-05,0.000676,0.102,0.419,139.981,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1290,722ZaBl6RTzYP3bq1P7Nit,Going Hunting - Edit,4jpaXieuls7LVzG1uma5Rs,Avatar,39uxGGCb4dTwsIFl9VdKEv,236943,9/1/2021,47,0.546,0.759,5,-6.904,0,0.0277,0.000372,0.379,0.103,0.547,96.996,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1291,4un1zMkZQeTvShAIeq7TZw,Definition (ft. Jason Aalon Of Fever 333),3GDw9k8FzlOUxPzDUaUhlZ,Oxymorrons,4w9TJ5AhaRLidoQQIqgCIt,176318,9/24/2021,50,0.501,0.898,8,-4.267,1,0.0647,0.000259,0,0.121,0.603,160.006,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1292,5VpmpRJ0I5lKbInDSjhEyD,I Love It,2MJMW3WtQnDq7DKezFn5jO,Beauty School Dropout,7wezeeUZVM2EAzsdqlNzWj,208800,10/8/2021,44,0.614,0.805,7,-3.892,1,0.0383,0.0762,0,0.0462,0.215,100.009,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1293,75KnjXtPMCZf60zlEp5m1D,Skin,6vwjIs0tbIiseJMR3pqwiL,Beartooth,5AQKqldLehNX6p4rxFFwAz,198927,6/25/2021,59,0.326,0.939,10,-3.454,0,0.254,4.56E-05,0.0202,0.0571,0.485,200.005,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1294,6glcMk6zo6lPifFJOMueLw,Talking To Ourselves,6Wr3hh341P84m3EI8qdn9O,Rise Against,4t8eylrNR3Z5kYc7VEENLW,204160,6/4/2021,53,0.459,0.96,1,-3.502,1,0.045,0.000529,0,0.252,0.642,114.95,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1295,0w0WukpQaZqC8x1ZzpEcOD,Hip To Be Scared [Feat. Jacoby Shaddix],52qKfVcIV4GS8A8Vay2xtt,Ice Nine Kills,1bsb9ahGcfcU1hj6sM61EM,205276,7/9/2021,38,0.307,0.868,1,-5.376,1,0.206,0.00144,0,0.123,0.544,90.846,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1296,6sqMWTs2o6ixteLAhQOTSC,Swerve (feat. FEVER 333 & Sueco),4RddZ3iHvSpGV4dvATac9X,Papa Roach,6rLcLYKvxCCqp78ZYXXXMy,168289,8/1/2021,64,0.592,0.841,1,-5.556,1,0.115,0.00346,2.22E-05,0.119,0.813,162.087,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1297,0KBRMpZVUTxrU8blRUBfm3,Warrior,3LkSiHbjqOHCKCqBfEZOTv,Atreyu,3nxyPoazh75KnTzqSXfRDY,167034,8/27/2021,53,0.477,0.824,1,-3.888,0,0.0826,0.0607,2.97E-06,0.333,0.278,154.673,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1298,1xudtCUOnGO5WSIFuEKmls,Secrets - with Sonny Sandoval of P.O.D.,1j55zNwCQ3jhbNsnmrOrwr,Written by Wolves,5XLRwVB5V1qMuind01bYAg,238200,9/17/2021,44,0.614,0.854,2,-5.309,1,0.0484,0.00687,0.000337,0.135,0.409,100.045,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1299,6MRk1DdNtF7OZSVZYtvZyw,Petrichor,3X8VK5wNpLQCVEo4sWBH2A,Cassyette,5MMpn220uT7mgXdfzrKtnS,243783,9/8/2021,54,0.393,0.635,4,-6.936,0,0.119,0.00191,0.00301,0.125,0.37,163.892,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1300,5S1Tly4ov5kWsJLt73lCUD,Hallelujah,3GzWhE2xadJiW8MqRKIVSK,Underoath,6oHrvAdPdbYUW6PVR1zngr,181066,8/4/2021,50,0.324,0.845,7,-5.902,1,0.052,0.000468,0.00327,0.17,0.186,159.604,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1301,64xUhEM5WTbtqWEhLGbXQD,Carbon Mono,4WjeQi9wm84lYTIWZ95QoM,Boston Manor,0v1HAzbDsY1Z1g66s1LDtf,235379,8/20/2021,45,0.406,0.972,6,-4.326,1,0.274,0.000438,0,0.906,0.489,167.994,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1302,7pTRGbXC1DLFJblKPmd2o7,Save Me,6E8FJvFB2KBbNyAWUUH155,True North,4TgfR1ulMIoVLI6xXjPpf9,162985,9/3/2021,35,0.45,0.786,4,-6.009,0,0.0705,0.0512,0,0.0827,0.241,134.086,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1303,5tW6SKXRh34Cfo1Ry6aMzq,ZULU,7ubhUvkY7FB68rfzz7DmW4,Florence Black,62cKN6OuXX6ilnUaCU7JPO,221745,9/17/2021,40,0.499,0.905,8,-6.528,1,0.0569,6.37E-05,0.0209,0.115,0.143,133.006,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1304,6IFN3NtLjOHFpTmgZfGz2N,The Comeback (feat. Craig Mabbitt of Escape The Fate),2uMWUtg8XLpJxNSqbGOkl1,All Good Things,2Rwy7b6mf4bstYZ7eUe2Hq,255995,7/23/2021,49,0.446,0.91,0,-3.325,1,0.122,0.000402,0,0.145,0.201,83.066,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1305,4jXoiJSLQkAft0L5D1yjDb,Only Love Can Save Me Now [Feat. Matt Cameron & Kim Thayil],2R57sY41L9XvGPiIgHOaYq,The Pretty Reckless,2ysgEIHY4aOMMbbu0uV6ey,312106,2/12/2021,51,0.384,0.944,3,-2.97,1,0.0859,0.00115,0.000138,0.431,0.425,169.848,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1306,7BQd7bXMRvyXyoLFpxz0hb,Balboa,3L58J6a7f0jyy2p6f3MSAs,Blind Channel,2lhbyagwH1TXiCgzl9JXKs,192489,8/12/2021,58,0.38,0.899,7,-3.554,1,0.165,0.00256,0,0.0626,0.406,82.828,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1307,4ysafP9rgpNQXYddVsepKW,Don't Hate Me,3T55D3LMiygE9eSKFpiAye,Badflower,0JzhunpTxPRMXvmQW5ujm4,251010,8/6/2021,56,0.613,0.79,1,-4.737,0,0.0384,0.000395,0.00103,0.337,0.457,125.984,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1308,4WtbSC67H1NMEO8DKW5PBv,Running Away from Home,2vhrwzjf9H3icunkVFi9tq,Smash Into Pieces,7fY3AgsW1hS5ZXIaUdrm4d,163593,8/27/2021,59,0.231,0.834,10,-4.234,1,0.0445,0.0572,0.00149,0.0662,0.363,85.516,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1309,1MBLGrtPTSkEStiT2uBmld,Ghostlighting,6VoDY3M6eh1fpqTFGTRTwR,Budderside,1jymgrrWfJQux7Uz0Sf0ge,223001,10/15/2021,32,0.469,0.885,1,-5.892,1,0.0516,5.21E-05,3.90E-06,0.695,0.244,140.09,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1310,7x6FlXOGhl9xaynFFbPwBx,All Down Hill from Here,3R6c2tWDBeYB1GncjLMn9n,Candlebox,2vHbDoCINCZlcI6ZGX5yF3,277586,8/16/2021,35,0.311,0.943,9,-4.089,1,0.0933,0.000138,0.00283,0.367,0.36,173.992,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1311,1pIngKMQP9K2Hy1sgDRzPA,Think for Yourself,5NokRbYYfqacBmRVBRj0wD,The Violent,4ZgUUXwE6dMhpWxWY6N0AZ,211325,8/6/2021,35,0.584,0.971,6,-3.681,0,0.0995,9.23E-06,0.928,0.344,0.45,130.026,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1312,0lx2eqqsCRaTHlUU0PPZ5O,Shed My Skin (feat. Annisokay),3hE8S8ohRErocpkY7uJW4a,Within Temptation,5wQ5wKjbpHrjAITDl3LIVA,270479,6/25/2021,57,0.476,0.941,4,-3.488,0,0.0697,0.000224,5.50E-06,0.0999,0.222,93.478,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1313,3lecNIKPdDJoJngGhemome,Kingdom,1NYRkiWuB3Hx3lT9O6D2JN,Charlie Scene,5JRSgrS54yE6ZMBHskYULB,177882,9/24/2021,42,0.47,0.64,1,-5.075,0,0.0725,0.00572,0,0.0937,0.264,169.876,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1314,53XEmY0WLsH02Ra9tM8Xsy,Tell Your Soul (feat. Chad Gray),5zLrMhpswOj8Wk9EK1PTDM,A Killer's Confession,0KmT3dA6XwzMzHBL3jRXI7,240452,8/6/2021,39,0.489,0.858,2,-6.031,1,0.037,0.0023,0.0247,0.0783,0.219,149.929,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1315,6PyLzAka8YA6f2g4tZl6ZO,Smile Thief,6UxRNE2TDlQP0GFEGJyvSQ,Seething Akira,216346cpBf2mdZaFuuNQPj,281374,8/13/2021,8,0.452,0.977,1,-4.514,1,0.149,0.000675,6.44E-05,0.32,0.385,173.932,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1316,1winmqK6HKElJ7q01kxDwj,Mars Simula,56dO9zeHKuU5Gvfc2kxHNw,Chevelle,3OFNdoIt29176cAfAoSUfH,251440,3/5/2021,52,0.388,0.98,0,-5.984,0,0.149,2.28E-05,0.825,0.926,0.166,196.004,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1317,6snsd00vziTFb3ywRWJIlE,Everybody Sins - Radio Edit,4YJR4xviDKHoelt9WKHlBa,Andrew W.K.,601HCwdmUsxk80ptKE92G9,257186,7/14/2021,27,0.524,0.92,0,-3.347,0,0.0508,0.0604,0.000133,0.145,0.401,151.925,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1318,4OqswqAHyGJykRO4WO86e6,Looking To Fight,3bpsYqqHc3GqU3WclK4dpp,Saul,5yvG86aA4g307xeryVkjCo,230533,10/23/2020,43,0.451,0.942,8,-4.7,0,0.0444,7.20E-05,0.000705,0.0939,0.343,87.901,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1319,1a2qjHAhopSGNrE1zSrSo8,Gotta Get Outta Here,31hrPUMBg96szrqNAb3oqP,Blacklite District,2jMO1lQAno6IGeRuwOFmAR,206890,10/1/2021,42,0.413,0.921,4,-5.199,0,0.0587,2.24E-05,1.11E-06,0.107,0.61,163.912,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1320,5DNf9rLyJp4j63Ko7xev2U,No One Listened,61jrgPBUklDAQV9DptCc8u,Starbenders,6O9VCjGZCiRnsUquWCCzBd,191838,8/6/2021,37,0.442,0.898,9,-4.767,0,0.0484,0.00238,0,0.636,0.563,150.092,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1321,0YDpzgzZ7yYvsyeV8HmOep,Bring Me Back,18oTfMeqSFKTJgT3ad055a,Etched in Embers,71cr9xL00MCJxkGpfbxXdK,235000,7/9/2021,38,0.498,0.955,1,-4.135,0,0.0539,4.92E-05,0.000369,0.0566,0.513,125.01,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1322,1iDXOj6hRBQs2hDrHHMvpn,So Low,6cyx0gB4sqYWHEOhQwOY3y,Savage After Midnight,0eNtHoUROnRgZvcDn0l3WK,216840,6/25/2021,41,0.534,0.881,7,-5.388,0,0.0966,0.000664,4.16E-06,0.0504,0.27,148.099,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1323,6PfFjKljtWmcZqv8srzMxh,Fight Me,4jv8lGnnLKnExlPh88e48A,Dead Romantic,44Kvp2m2Spbwy0XLO3Thel,202644,7/23/2021,35,0.24,0.931,0,-4.944,1,0.302,0.000521,0.000221,0.0745,0.174,86.725,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1324,23nRYh3UNRLeQ2h6lPO5mW,Holier Than Thou,0nhDd1RWjZ6SDV1Vg1Ku2Q,Corey Taylor,7N32mF0BlA3BOhlSyCiHgf,250600,9/10/2021,45,0.475,0.984,1,-3.754,0,0.0686,0.00132,0.00749,0.869,0.545,172.001,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1325,22M7aCQ5lhKlkQ3Yabj0Va,What's Coming To Me,6IOvhXyk5edbA2DVaeP9Up,Dorothy,1Y4UGqQjoSr2lSs8ACyHTs,214048,7/9/2021,52,0.685,0.788,7,-6.25,0,0.0279,0.00527,0,0.513,0.704,103.963,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1326,616yLeci0BpJVGROFfVxMI,Fantastic,48sKVtcDwCMxPbqCzAQMbP,Blame My Youth,4sXZNB1EZZ4WRbcNaykfkK,132986,9/25/2020,49,0.441,0.887,2,-5.044,1,0.0607,0.0286,0.0256,0.949,0.347,168.124,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
1327,7DFOK8SDu7hSaqDGxpZRY6,Change the Waters,3noGPmqOwQzkj3lMzblV3f,Lonely Spring,4Xp8qrp6IPU1obR7a8E6m0,228325,7/23/2021,35,0.467,0.971,9,-4.341,0,0.0537,0.000283,4.41E-06,0.0981,0.464,92.502,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,Rock
